NO,RPM,X_ACC,Y_ACC,Z_ACC,OUTPUT
2531,1500,372,396,328,1
2532,1500,425,406,352,1
2533,1500,437,397,337,1
2534,1500,260,401,317,1
2535,1500,470,399,337,1
2536,1500,430,399,327,1
2537,1500,397,392,330,1
2538,1500,488,400,340,1
2539,1500,434,400,330,1
2540,1500,548,403,337,1
2541,1500,644,398,328,1
2542,1500,640,406,304,1
2543,1500,496,399,332,1
2544,1500,609,407,320,1
2545,1500,491,401,351,1
2546,1500,718,403,349,1
2547,1500,480,396,336,1
2548,1500,667,408,339,1
2549,1500,463,399,316,1
2550,1500,381,398,338,1
2551,1500,568,404,313,1
2552,1500,465,400,320,1
2553,1500,364,406,344,1
2554,1500,461,401,323,1
2555,1500,484,397,328,1
2556,1500,346,399,354,1
2557,1500,478,398,328,1
2558,1500,439,406,344,1
2559,1500,263,401,318,1
2560,1500,420,399,328,1
2561,1500,389,397,342,1
2562,1500,488,410,342,1
2563,1500,483,395,329,1
2564,1500,347,404,311,1
2565,1500,295,404,354,1
2566,1500,506,407,333,1
2567,1500,359,397,318,1
2568,1500,515,392,328,1
2569,1500,515,395,329,1
2570,1500,521,399,326,1
2571,1500,390,410,354,1
2572,1500,485,403,332,1
2573,1500,496,400,326,1
2574,1500,463,406,340,1
2575,1500,460,399,327,1
2576,1500,420,404,333,1
2577,1500,549,405,307,1
2578,1500,645,399,354,1
2579,1500,404,390,345,1
2580,1500,561,397,330,1
2581,1500,658,402,305,1
2582,1500,568,411,344,1
2583,1500,485,398,330,1
2584,1500,495,393,336,1
2585,1500,322,400,329,1
2586,1500,496,397,328,1
2587,1500,507,399,351,1
2588,1500,534,409,310,1
2589,1500,651,402,341,1
2590,1500,490,405,330,1
2591,1500,441,408,350,1
2592,1500,538,404,312,1
2593,1500,390,401,352,1
2594,1500,498,396,327,1
2595,1500,605,406,329,1
2596,1500,695,406,336,1
2597,1500,405,397,320,1
2598,1500,444,400,342,1
2599,1500,547,398,334,1
2600,1500,522,406,358,1
2601,1500,612,405,346,1
2602,1500,399,410,343,1
2603,1500,494,403,332,1
2604,1500,320,399,352,1
2605,1500,441,406,305,1
2606,1500,330,398,323,1
2607,1500,262,400,327,1
2608,1500,263,398,316,1
2609,1500,382,399,338,1
2610,1500,303,401,327,1
2611,1500,254,396,335,1
2612,1500,357,398,363,1
2613,1500,262,390,335,1
2614,1500,346,401,342,1
2615,1500,299,399,350,1
2616,1500,337,403,321,1
2617,1500,329,402,330,1
2618,1500,380,400,334,1
2619,1500,488,399,310,1
2620,1500,399,403,318,1
2621,1500,428,398,349,1
2622,1500,526,404,348,1
2623,1500,491,398,341,1
2624,1500,572,400,317,1
2625,1500,507,403,317,1
2626,1500,570,407,342,1
2627,1500,503,391,346,1
2628,1500,547,396,351,1
2629,1500,517,404,304,1
2630,1500,679,403,341,1
2631,1500,568,400,350,1
2632,1500,544,401,325,1
2633,1500,522,411,349,1
2634,1500,471,395,338,1
2635,1500,527,394,336,1
2636,1500,504,404,338,1
2637,1500,567,403,333,1
2638,1500,572,403,332,1
2639,1500,582,407,345,1
2640,1500,478,399,334,1
2641,1500,567,404,302,1
2642,1500,447,393,332,1
2643,1500,511,400,328,1
2644,1500,610,392,344,1
2645,1500,512,407,355,1
2646,1500,560,398,337,1
2647,1500,596,408,349,1
2648,1500,506,392,318,1
2649,1500,645,403,351,1
2650,1500,506,404,332,1
2651,1500,366,404,303,1
2652,1500,490,395,344,1
2653,1500,465,401,334,1
2654,1500,586,398,347,1
2655,1500,562,395,332,1
2656,1500,521,402,318,1
2657,1500,484,403,317,1
2658,1500,524,404,353,1
2659,1500,498,400,314,1
2660,1500,722,404,343,1
2661,1500,650,403,346,1
2662,1500,516,401,333,1
2663,1500,570,400,337,1
2664,1500,568,397,341,1
2665,1500,592,385,334,1
2666,1500,459,382,336,1
2667,1500,513,392,338,1
2668,1500,608,407,301,1
2669,1500,498,403,329,1
2670,1500,506,400,331,1
2671,1500,512,399,340,1
2672,1500,525,400,360,1
2673,1500,619,398,334,1
2674,1500,663,402,349,1
2675,1500,502,384,341,1
2676,1500,621,406,332,1
2677,1500,605,399,330,1
2678,1500,597,400,309,1
2679,1500,569,392,325,1
2680,1500,531,405,318,1
2681,1500,569,402,343,1
2682,1500,704,400,345,1
2683,1500,570,397,294,1
2684,1500,538,401,342,1
2685,1500,617,404,347,1
2686,1500,666,392,333,1
2687,1500,683,403,346,1
2688,1500,413,410,343,1
2689,1500,599,406,346,1
2690,1500,645,395,327,1
2691,1500,523,406,333,1
2692,1500,618,407,340,1
2693,1500,504,397,336,1
2694,1500,550,397,340,1
2695,1500,512,408,355,1
2696,1500,508,406,346,1
2697,1500,624,405,308,1
2698,1500,254,407,345,1
2699,1500,424,396,317,1
2700,1500,466,397,333,1
2701,1500,509,403,304,1
2702,1500,380,400,326,1
2703,1500,550,403,307,1
2704,1500,454,394,334,1
2705,1500,390,398,331,1
2706,1500,435,404,358,1
2707,1500,437,408,340,1
2708,1500,268,392,341,1
2709,1500,314,404,352,1
2710,1500,441,402,345,1
2711,1500,531,399,321,1
2712,1500,365,398,348,1
2713,1500,306,404,354,1
2714,1500,260,400,339,1
2715,1500,345,407,318,1
2716,1500,267,402,351,1
2717,1500,369,403,347,1
2718,1500,449,406,308,1
2719,1500,359,405,348,1
2720,1500,264,395,319,1
2721,1500,352,398,330,1
2722,1500,404,398,352,1
2723,1500,375,397,309,1
2724,1500,347,401,357,1
2725,1500,249,396,336,1
2726,1500,276,405,351,1
2727,1500,379,398,337,1
2728,1500,417,397,330,1
2729,1500,402,393,313,1
2730,1500,361,399,325,1
2731,1500,336,404,341,1
2732,1500,379,400,306,1
2733,1500,430,393,338,1
2734,1500,287,405,332,1
2735,1500,363,393,328,1
2736,1500,349,407,323,1
2737,1500,356,397,335,1
2738,1500,411,394,335,1
2739,1500,390,402,349,1
2740,1500,636,405,346,1
2741,1500,231,402,348,1
2742,1500,562,400,346,1
2743,1500,456,395,324,1
2744,1500,555,395,337,1
2745,1500,613,406,351,1
2746,1500,489,395,333,1
2747,1500,447,396,313,1
2748,1500,611,394,335,1
2749,1500,637,404,355,1
2750,1500,414,403,343,1
2751,1500,580,404,343,1
2752,1500,424,400,340,1
2753,1500,506,404,347,1
2754,1500,468,396,339,1
2755,1500,405,406,301,1
2756,1500,419,400,322,1
2757,1500,576,399,341,1
2758,1500,480,405,302,1
2759,1500,629,412,335,1
2760,1500,527,401,310,1
2761,1500,665,406,346,1
2762,1500,603,406,332,1
2763,1500,518,399,323,1
2764,1500,509,404,319,1
2765,1500,353,397,329,1
2766,1500,356,398,338,1
2767,1500,416,401,324,1
2768,1500,584,401,337,1
2769,1500,480,399,339,1
2770,1500,412,397,314,1
2771,1500,499,400,328,1
2772,1500,501,403,332,1
2773,1500,556,418,339,1
2774,1500,430,398,333,1
2775,1500,486,396,338,1
2776,1500,480,400,327,1
2777,1500,530,400,360,1
2778,1500,549,398,334,1
2779,1500,430,398,338,1
2780,1500,526,400,330,1
2781,1500,612,407,342,1
2782,1500,646,404,354,1
2783,1500,482,401,340,1
2784,1500,326,407,302,1
2785,1500,465,399,318,1
2786,1500,420,403,332,1
2787,1500,411,406,297,1
2788,1500,353,398,307,1
2789,1500,379,396,319,1
2790,1500,452,396,329,1
2791,1500,469,400,324,1
2792,1500,475,398,331,1
2793,1500,377,398,292,1
2794,1500,428,407,347,1
2795,1500,455,406,346,1
2796,1500,287,401,337,1
2797,1500,287,391,331,1
2798,1500,272,404,338,1
2799,1500,449,405,342,1
2800,1500,273,389,329,1
2801,1500,514,409,338,1
2802,1500,269,403,319,1
2803,1500,389,394,337,1
2804,1500,456,411,343,1
2805,1500,455,406,339,1
2806,1500,370,400,364,1
2807,1500,282,404,357,1
2808,1500,362,412,340,1
2809,1500,348,398,340,1
2810,1500,416,395,311,1
2811,1500,338,403,297,1
2812,1500,330,404,362,1
2813,1500,311,400,346,1
2814,1500,214,400,339,1
2815,1500,232,399,342,1
2816,1500,483,400,332,1
2817,1500,406,407,335,1
2818,1500,457,398,366,1
2819,1500,455,405,348,1
2820,1500,309,393,331,1
2821,1500,248,401,329,1
2822,1500,612,402,307,1
2823,1500,442,407,325,1
2824,1500,402,412,341,1
2825,1500,407,406,345,1
2826,1500,452,409,349,1
2827,1500,504,402,343,1
2828,1500,618,399,348,1
2829,1500,540,398,342,1
2830,1500,520,398,331,1
2831,1500,553,402,331,1
2832,1500,656,407,307,1
2833,1500,531,401,318,1
2834,1500,711,406,316,1
2835,1500,444,402,335,1
2836,1500,609,401,360,1
2837,1500,463,403,336,1
2838,1500,494,402,307,1
2839,1500,552,402,332,1
2840,1500,385,399,355,1
2841,1500,442,397,339,1
2842,1500,471,401,330,1
2843,1500,460,403,327,1
2844,1500,422,399,320,1
2845,1500,460,396,331,1
2846,1500,190,400,324,1
2847,1500,353,401,328,1
2848,1500,304,399,328,1
2849,1500,436,394,320,1
2850,1500,319,393,333,1
2851,1500,316,398,332,1
2852,1500,254,395,332,1
2853,1500,217,390,336,1
2854,1500,461,399,335,1
2855,1500,470,396,348,1
2856,1500,285,382,334,1
2857,1500,431,398,331,1
2858,1500,464,403,328,1
2859,1500,408,373,346,1
2860,1500,473,398,328,1
2861,1500,557,402,316,1
2862,1500,470,403,353,1
2863,1500,501,399,327,1
2864,1500,539,397,331,1
2865,1500,517,401,347,1
2866,1500,613,403,334,1
2867,1500,546,390,326,1
2868,1500,613,404,332,1
2869,1500,576,405,340,1
2870,1500,656,402,311,1
2871,1500,726,400,344,1
2872,1500,419,397,334,1
2873,1500,457,405,335,1
2874,1500,477,398,299,1
2875,1500,686,398,339,1
2876,1500,720,398,343,1
2877,1500,576,398,350,1
2878,1500,641,403,314,1
2879,1500,732,399,349,1
2880,1500,428,405,344,1
2881,1500,505,393,324,1
2882,1500,486,400,326,1
2883,1500,553,402,365,1
2884,1500,628,401,329,1
2885,1500,658,396,347,1
2886,1500,344,400,333,1
2887,1500,692,399,322,1
2888,1500,662,404,340,1
2889,1500,567,406,338,1
2890,1500,614,404,362,1
2891,1500,481,397,316,1
2892,1500,710,403,348,1
2893,1500,732,406,355,1
2894,1500,583,403,330,1
2895,1500,556,399,338,1
2896,1500,574,408,348,1
2897,1500,621,399,328,1
2898,1500,579,402,307,1
2899,1500,599,402,360,1
2900,1500,716,398,336,1
2901,1500,612,404,337,1
2902,1500,701,410,350,1
2903,1500,613,393,338,1
2904,1500,451,398,321,1
2905,1500,595,400,335,1
2906,1500,551,410,354,1
2907,1500,605,396,340,1
2908,1500,570,415,338,1
2909,1500,661,395,335,1
2910,1500,470,401,322,1
2911,1500,495,386,335,1
2912,1500,554,402,366,1
2913,1500,628,406,336,1
2914,1500,498,402,325,1
2915,1500,476,405,302,1
2916,1500,432,397,325,1
2917,1500,367,399,329,1
2918,1500,715,401,341,1
2919,1500,725,399,343,1
2920,1500,570,400,328,1
2921,1500,572,401,322,1
2922,1500,613,408,352,1
2923,1500,682,406,329,1
2924,1500,524,405,307,1
2925,1500,666,404,343,1
2926,1500,711,402,324,1
2927,1500,582,400,337,1
2928,1500,479,397,329,1
2929,1500,445,398,330,1
2930,1500,729,404,353,1
2931,1500,620,381,336,1
2932,1500,661,390,360,1
2933,1500,559,401,347,1
2934,1500,640,405,303,1
2935,1500,410,404,331,1
2936,1500,642,394,331,1
2937,1500,709,399,319,1
2938,1500,469,402,298,1
2939,1500,494,402,344,1
2940,1500,497,405,349,1
2941,1500,667,398,309,1
2942,1500,356,397,328,1
2943,1500,508,406,342,1
2944,1500,434,406,353,1
2945,1500,576,399,327,1
2946,1500,441,399,365,1
2947,1500,523,399,330,1
2948,1500,507,403,334,1
2949,1500,444,398,335,1
2950,1500,404,403,330,1
2951,1500,499,404,346,1
2952,1500,463,404,350,1
2953,1500,377,398,338,1
2954,1500,367,408,330,1
2955,1500,598,407,299,1
2956,1500,378,398,324,1
2957,1500,128,400,330,1
2958,1500,357,405,345,1
2959,1500,368,400,345,1
2960,1500,184,376,343,1
2961,1500,336,394,333,1
2962,1500,416,401,320,1
2963,1500,269,397,327,1
2964,1500,271,395,341,1
2965,1500,249,404,331,1
2966,1500,216,388,338,1
2967,1500,153,394,342,1
2968,1500,242,399,333,1
2969,1500,324,404,337,1
2970,1500,327,398,327,1
2971,1500,287,402,300,1
2972,1500,246,394,345,1
2973,1500,416,396,321,1
2974,1500,197,400,328,1
2975,1500,328,410,344,1
2976,1500,440,408,340,1
2977,1500,389,399,335,1
2978,1500,400,395,326,1
2979,1500,228,396,343,1
2980,1500,488,400,340,1
2981,1500,398,376,336,1
2982,1500,345,407,325,1
2983,1500,184,412,350,1
2984,1500,410,397,329,1
2985,1500,523,403,331,1
2986,1500,610,407,346,1
2987,1500,494,401,327,1
2988,1500,485,402,333,1
2989,1500,349,400,353,1
2990,1500,403,403,328,1
2991,1500,410,402,318,1
2992,1500,470,397,338,1
2993,1500,645,412,345,1
2994,1500,461,392,341,1
2995,1500,578,405,343,1
2996,1500,452,402,331,1
2997,1500,706,409,344,1
2998,1500,542,399,351,1
2999,1500,470,407,352,1
3000,1500,401,399,348,1
3001,1500,604,404,329,1
3002,1500,501,403,366,1
3003,1500,662,403,331,1
3004,1500,585,388,366,1
3005,1500,549,404,350,1
3006,1500,436,395,332,1
3007,1500,677,393,336,1
3008,1500,397,396,326,1
3009,1500,564,413,355,1
3010,1500,552,402,327,1
3011,1500,513,404,326,1
3012,1500,560,398,361,1
3013,1500,504,404,336,1
3014,1500,702,399,328,1
3015,1500,552,403,318,1
3016,1500,707,407,363,1
3017,1500,550,399,326,1
3018,1500,566,406,346,1
3019,1500,538,402,331,1
3020,1500,696,399,299,1
3021,1500,692,398,331,1
3022,1500,551,406,336,1
3023,1500,538,403,336,1
3024,1500,517,400,364,1
3025,1500,647,400,340,1
3026,1500,653,412,342,1
3027,1500,686,395,326,1
3028,1500,561,399,319,1
3029,1500,461,400,339,1
3030,1500,582,404,309,1
3031,1500,526,402,346,1
3032,1500,438,402,344,1
3033,1500,527,402,332,1
3034,1500,548,400,313,1
3035,1500,507,399,340,1
3036,1500,518,405,358,1
3037,1500,509,400,302,1
3038,1500,545,405,299,1
3039,1500,583,402,313,1
3040,1500,481,393,327,1
3041,1500,644,397,319,1
3042,1500,497,396,361,1
3043,1500,606,401,348,1
3044,1500,576,386,334,1
3045,1500,536,396,342,1
3046,1500,448,392,325,1
3047,1500,503,399,327,1
3048,1500,433,390,326,1
3049,1500,526,395,316,1
3050,1500,547,397,335,1
3051,1500,589,390,357,1
3052,1500,592,404,343,1
3053,1500,498,400,354,1
3054,1500,600,396,342,1
3055,1500,473,411,349,1
3056,1500,529,400,332,1
3057,1500,620,405,306,1
3058,1500,483,395,339,1
3059,1500,493,402,334,1
3060,1500,645,400,360,1
3061,1500,450,397,327,1
3062,1500,688,402,351,1
3063,1500,643,394,331,1
3064,1500,655,408,346,1
3065,1500,607,409,349,1
3066,1500,635,401,317,1
3067,1500,536,396,329,1
3068,1500,554,398,328,1
3069,1500,634,400,344,1
3070,1500,572,403,327,1
3071,1500,592,397,339,1
3072,1500,747,404,352,1
3073,1500,673,418,342,1
3074,1500,571,400,339,1
3075,1500,725,401,337,1
3076,1500,584,408,356,1
3077,1500,712,402,328,1
3078,1500,681,408,337,1
3079,1500,509,402,334,1
3080,1500,579,401,361,1
3081,1500,570,401,356,1
3082,1500,559,408,363,1
3083,1500,492,398,348,1
3084,1500,522,394,362,1
3085,1500,719,399,337,1
3086,1500,585,401,323,1
3087,1500,540,398,335,1
3088,1500,595,396,327,1
3089,1500,650,406,341,1
3090,1500,646,412,346,1
3091,1500,370,400,333,1
3092,1500,521,395,332,1
3093,1500,621,407,347,1
3094,1500,530,400,346,1
3095,1500,559,397,334,1
3096,1500,546,395,333,1
3097,1500,529,402,319,1
3098,1500,482,401,305,1
3099,1500,722,398,342,1
3100,1500,573,405,329,1
3101,1500,535,412,341,1
3102,1500,539,393,332,1
3103,1500,553,400,338,1
3104,1500,701,400,306,1
3105,1500,561,416,331,1
3106,1500,472,398,332,1
3107,1500,559,405,346,1
3108,1500,666,405,307,1
3109,1500,492,394,329,1
3110,1500,415,396,314,1
3111,1500,527,401,320,1
3112,1500,529,399,341,1
3113,1500,450,389,321,1
3114,1500,509,405,337,1
3115,1500,269,414,336,1
3116,1500,443,396,333,1
3117,1500,383,399,339,1
3118,1500,527,400,342,1
3119,1500,550,399,329,1
3120,1500,447,400,329,1
3121,1500,318,407,338,1
3122,1500,475,404,343,1
3123,1500,437,377,339,1
3124,1500,476,401,336,1
3125,1500,511,399,331,1
3126,1500,489,414,349,1
3127,1500,334,404,331,1
3128,1500,379,412,345,1
3129,1500,464,400,310,1
3130,1500,537,398,330,1
3131,1500,240,398,339,1
3132,1500,498,404,321,1
3133,1500,481,391,332,1
3134,1500,438,399,318,1
3135,1500,335,388,324,0
3136,1500,342,367,353,0
3137,1500,341,393,333,0
3138,1500,323,407,341,0
3139,1500,344,392,350,0
3140,1500,345,399,327,0
3141,1500,313,394,347,0
3142,1500,316,409,349,0
3143,1500,315,402,333,0
3144,1500,367,384,344,0
3145,1500,363,397,333,0
3146,1500,332,376,310,0
3147,1500,342,381,307,0
3148,1500,323,378,336,0
3149,1500,331,395,312,0
3150,1500,327,393,338,0
3151,1500,332,406,332,0
3152,1500,313,397,337,0
3153,1500,320,397,324,0
3154,1500,312,398,316,0
3155,1500,322,405,339,0
3156,1500,309,408,338,0
3157,1500,331,397,349,0
3158,1500,309,398,357,0
3159,1500,330,401,335,0
3160,1500,325,399,337,0
3161,1500,342,400,327,0
3162,1500,357,390,273,0
3163,1500,322,384,292,0
3164,1500,339,387,300,0
3165,1500,338,385,344,0
3166,1500,316,401,343,0
3167,1500,309,404,345,0
3168,1500,317,402,356,0
3169,1500,313,399,335,0
3170,1500,331,401,322,0
3171,1500,331,390,334,0
3172,1500,320,399,336,0
3173,1500,332,402,327,0
3174,1500,334,399,333,0
3175,1500,328,398,331,0
3176,1500,338,403,336,0
3177,1500,326,396,311,0
3178,1500,347,409,320,0
3179,1500,350,405,319,0
3180,1500,329,386,327,0
3181,1500,333,398,322,0
3182,1500,325,401,342,0
3183,1500,313,396,331,0
3184,1500,335,387,325,0
3185,1500,331,396,339,0
3186,1500,316,391,350,0
3187,1500,328,400,335,0
3188,1500,338,395,336,0
3189,1500,335,404,330,0
3190,1500,338,396,326,0
3191,1500,344,395,326,0
3192,1500,345,384,343,0
3193,1500,349,401,335,0
3194,1500,320,399,345,0
3195,1500,333,399,320,0
3196,1500,325,390,324,0
3197,1500,337,398,326,0
3198,1500,326,399,328,0
3199,1500,302,398,344,0
3200,1500,313,395,357,0
3201,1500,325,401,337,0
3202,1500,352,372,299,0
3203,1500,346,378,298,0
3204,1500,336,384,343,0
3205,1500,316,401,348,0
3206,1500,330,400,339,0
3207,1500,326,399,332,0
3208,1500,323,398,337,0
3209,1500,325,397,327,0
3210,1500,327,396,336,0
3211,1500,328,404,331,0
3212,1500,321,399,335,0
3213,1500,335,398,338,0
3214,1500,342,399,324,0
3215,1500,350,404,314,0
3216,1500,346,402,323,0
3217,1500,356,423,366,0
3218,1500,326,384,312,0
3219,1500,343,381,287,0
3220,1500,333,396,330,0
3221,1500,351,403,317,0
3222,1500,341,395,336,0
3223,1500,348,394,307,0
3224,1500,334,398,335,0
3225,1500,319,391,332,0
3226,1500,329,402,330,0
3227,1500,331,399,333,0
3228,1500,320,407,336,0
3229,1500,346,403,312,0
3230,1500,333,397,313,0
3231,1500,337,402,313,0
3232,1500,340,389,350,0
3233,1500,337,402,326,0
3234,1500,344,362,347,0
3235,1500,320,379,291,0
3236,1500,314,385,285,0
3237,1500,361,392,317,0
3238,1500,340,388,327,0
3239,1500,348,402,341,0
3240,1500,331,394,337,0
3241,1500,308,392,323,0
3242,1500,326,393,335,0
3243,1500,330,399,345,0
3244,1500,311,398,340,0
3245,1500,333,396,334,0
3246,1500,332,394,333,0
3247,1500,344,398,320,0
3248,1500,341,399,314,0
3249,1500,346,406,325,0
3250,1500,345,373,354,0
3251,1500,319,393,304,0
3252,1500,340,386,313,0
3253,1500,339,390,296,0
3254,1500,342,403,322,0
3255,1500,333,394,342,0
3256,1500,345,403,327,0
3257,1500,307,400,321,0
3258,1500,335,390,341,0
3259,1500,319,405,342,0
3260,1500,325,394,333,0
3261,1500,343,377,344,0
3262,1500,315,407,329,0
3263,1500,306,397,341,0
3264,1500,333,378,300,0
3265,1500,326,386,323,0
3266,1500,336,395,336,0
3267,1500,344,403,312,0
3268,1500,338,401,312,0
3269,1500,338,418,367,0
3270,1500,325,399,357,0
3271,1500,329,385,319,0
3272,1500,374,379,323,0
3273,1500,344,369,295,0
3274,1500,350,398,335,0
3275,1500,340,385,330,0
3276,1500,335,406,329,0
3277,1500,334,399,329,0
3278,1500,342,399,336,0
3279,1500,305,404,328,0
3280,1500,324,400,354,0
3281,1500,332,396,329,0
3282,1500,353,396,335,0
3283,1500,348,399,362,0
3284,1500,358,386,327,0
3285,1500,324,387,325,0
3286,1500,312,399,339,0
3287,1500,325,383,349,0
3288,1500,319,401,358,0
3289,1500,320,398,347,0
3290,1500,327,393,341,0
3291,1500,336,399,314,0
3292,1500,345,398,325,0
3293,1500,316,384,304,0
3294,1500,331,377,312,0
3295,1500,349,379,320,0
3296,1500,352,376,341,0
3297,1500,320,374,322,0
3298,1500,329,392,334,0
3299,1500,333,406,330,0
3300,1500,331,387,290,0
3301,1500,329,404,329,0
3302,1500,346,394,332,0
3303,1500,352,404,327,0
3304,1500,347,385,348,0
3305,1500,318,376,296,0
3306,1500,346,398,328,0
3307,1500,320,396,346,0
3308,1500,328,407,350,0
3309,1500,325,394,337,0
3310,1500,333,393,334,0
3311,1500,333,397,333,0
3312,1500,339,404,331,0
3313,1500,333,397,301,0
3314,1500,346,397,331,0
3315,1500,370,382,324,0
3316,1500,332,384,345,0
3317,1500,339,381,334,0
3318,1500,331,390,327,0
3319,1500,356,391,318,0
3320,1500,323,395,344,0
3321,1500,320,396,353,0
3322,1500,331,370,291,0
3323,1500,364,403,307,0
3324,1500,336,390,328,0
3325,1500,323,395,343,0
3326,1500,324,400,333,0
3327,1500,312,388,332,0
3328,1500,327,399,334,0
3329,1500,319,396,328,0
3330,1500,352,407,325,0
3331,1500,332,393,320,0
3332,1500,356,385,320,0
3333,1500,326,394,337,0
3334,1500,316,405,349,0
3335,1500,317,398,348,0
3336,1500,318,400,326,0
3337,1500,334,397,330,0
3338,1500,350,398,335,0
3339,1500,339,396,336,0
3340,1500,330,376,351,0
3341,1500,333,392,307,0
3342,1500,336,398,324,0
3343,1500,318,397,351,0
3344,1500,308,403,334,0
3345,1500,345,404,316,0
3346,1500,351,403,332,0
3347,1500,350,369,326,0
3348,1500,333,387,293,0
3349,1500,349,381,318,0
3350,1500,339,406,323,0
3351,1500,337,392,331,0
3352,1500,310,405,351,0
3353,1500,323,407,342,0
3354,1500,331,402,330,0
3355,1500,321,402,330,0
3356,1500,339,394,350,0
3357,1500,332,384,297,0
3358,1500,341,373,322,0
3359,1500,307,386,330,0
3360,1500,331,396,318,0
3361,1500,329,397,331,0
3362,1500,307,399,337,0
3363,1500,326,398,348,0
3364,1500,318,390,338,0
3365,1500,336,400,327,0
3366,1500,344,403,338,0
3367,1500,347,398,326,0
3368,1500,341,386,326,0
3369,1500,328,401,368,0
3370,1500,321,371,296,0
3371,1500,357,387,308,0
3372,1500,334,398,335,0
3373,1500,322,399,325,0
3374,1500,331,393,331,0
3375,1500,326,395,347,0
3376,1500,325,405,354,0
3377,1500,320,399,326,0
3378,1500,337,396,316,0
3379,1500,352,406,313,0
3380,1500,332,389,298,0
3381,1500,310,396,343,0
3382,1500,335,394,325,0
3383,1500,327,391,345,0
3384,1500,323,397,355,0
3385,1500,323,400,330,0
3386,1500,300,394,333,0
3387,1500,340,400,324,0
3388,1500,338,396,310,0
3389,1500,335,367,312,0
3390,1500,322,396,349,0
3391,1500,329,403,353,0
3392,1500,324,397,353,0
3393,1500,341,397,338,0
3394,1500,326,400,332,0
3395,1500,326,399,332,0
3396,1500,338,398,325,0
3397,1500,343,400,311,0
3398,1500,347,401,326,0
3399,1500,347,389,277,0
3400,1500,336,395,338,0
3401,1500,312,406,333,0
3402,1500,328,392,370,0
3403,1500,352,383,339,0
3404,1500,334,404,318,0
3405,1500,337,393,332,0
3406,1500,324,404,327,0
3407,1500,336,400,327,0
3408,1500,331,387,331,0
3409,1500,328,393,342,0
3410,1500,307,388,321,0
3411,1500,304,404,351,0
3412,1500,328,404,346,0
3413,1500,314,396,333,0
3414,1500,335,387,339,0
3415,1500,334,394,327,0
3416,1500,335,400,334,0
3417,1500,340,385,292,0
3418,1500,328,396,346,0
3419,1500,323,400,332,0
3420,1500,343,395,367,0
3421,1500,320,401,335,0
3422,1500,333,372,319,0
3423,1500,330,371,307,0
3424,1500,354,377,319,0
3425,1500,327,398,345,0
3426,1500,327,404,350,0
3427,1500,322,401,346,0
3428,1500,343,399,322,0
3429,1500,337,401,321,0
3430,1500,348,391,337,0
3431,1500,334,396,331,0
3432,1500,311,396,331,0
3433,1500,326,392,332,0
3434,1500,327,401,334,0
3435,1500,339,399,337,0
3436,1500,346,396,337,0
3437,1500,363,380,305,0
3438,1500,336,399,314,0
3439,1500,338,388,295,0
3440,1500,351,373,336,0
3441,1500,348,392,330,0
3442,1500,320,386,330,0
3443,1500,307,385,324,0
3444,1500,313,396,323,0
3445,1500,315,389,328,0
3446,1500,316,390,342,0
3447,1500,315,401,337,0
3448,1500,335,408,352,0
3449,1500,342,394,336,0
3450,1500,306,398,355,0
3451,1500,328,391,337,0
3452,1500,317,401,333,0
3453,1500,327,397,330,0
3454,1500,324,400,334,0
3455,1500,339,406,332,0
3456,1500,337,398,338,0
3457,1500,344,398,316,0
3458,1500,340,402,317,0
3459,1500,341,406,329,0
3460,1500,328,412,357,0
3461,1500,351,387,341,0
3462,1500,340,399,318,0
3463,1500,354,396,339,0
3464,1500,332,395,306,0
3465,1500,345,398,351,0
3466,1500,343,390,320,0
3467,1500,346,390,308,0
3468,1500,335,387,300,0
3469,1500,328,379,302,0
3470,1500,354,389,356,0
3471,1500,342,383,334,0
3472,1500,336,398,319,0
3473,1500,324,401,359,0
3474,1500,324,392,339,0
3475,1500,326,405,326,0
3476,1500,328,399,334,0
3477,1500,345,401,338,0
3478,1500,349,399,321,0
3479,1500,331,392,322,0
3480,1500,342,402,310,0
3481,1500,345,387,343,0
3482,1500,320,402,380,0
3483,1500,345,392,315,0
3484,1500,353,386,305,0
3485,1500,326,369,293,0
3486,1500,351,395,300,0
3487,1500,353,388,346,0
3488,1500,366,392,351,0
3489,1500,328,397,322,0
3490,1500,335,392,328,0
3491,1500,340,393,324,0
3492,1500,329,388,339,0
3493,1500,325,406,336,0
3494,1500,322,408,356,0
3495,1500,311,408,342,0
3496,1500,320,391,352,0
3497,1500,333,400,333,0
3498,1500,308,390,337,0
3499,1500,294,400,328,0
3500,1500,323,407,335,0
3501,1500,343,401,336,0
3502,1500,340,391,323,0
3503,1500,348,400,313,0
3504,1500,344,404,319,0
3505,1500,340,400,316,0
3506,1500,331,407,324,0
3507,1500,321,398,341,0
3508,1500,337,399,302,0
3509,1500,304,395,329,0
3510,1500,317,406,350,0
3511,1500,362,399,343,0
3512,1500,318,391,337,0
3513,1500,325,403,337,0
3514,1500,335,404,338,0
3515,1500,341,399,331,0
3516,1500,346,405,322,0
3517,1500,336,401,322,0
3518,1500,330,402,329,0
3519,1500,339,406,316,0
3520,1500,339,407,325,0
3521,1500,347,389,341,0
3522,1500,324,377,339,0
3523,1500,330,397,341,0
3524,1500,336,400,320,0
3525,1500,339,384,312,0
3526,1500,354,361,304,0
3527,1500,324,397,331,0
