NO,RPM,X_ACC,Y_ACC,Z_ACC,OUTPUT
2531,1000,346,405,326,0
2532,1000,301,405,361,0
2533,1000,350,402,319,0
2534,1000,298,405,357,0
2535,1000,345,406,346,0
2536,1000,345,407,322,0
2537,1000,319,400,357,0
2538,1000,346,398,335,0
2539,1000,337,398,312,0
2540,1000,336,398,334,0
2541,1000,352,400,319,0
2542,1000,340,402,314,0
2543,1000,332,398,320,0
2544,1000,346,397,334,0
2545,1000,337,405,329,0
2546,1000,335,399,313,0
2547,1000,316,399,354,0
2548,1000,338,402,321,0
2549,1000,346,395,330,0
2550,1000,338,399,312,0
2551,1000,315,401,362,0
2552,1000,347,407,321,0
2553,1000,305,401,357,0
2554,1000,341,402,334,0
2555,1000,341,401,342,0
2556,1000,336,396,335,0
2557,1000,350,396,323,0
2558,1000,307,403,355,0
2559,1000,351,399,320,0
2560,1000,329,409,357,0
2561,1000,333,396,316,0
2562,1000,344,403,344,0
2563,1000,347,406,333,0
2564,1000,341,401,326,0
2565,1000,322,398,353,0
2566,1000,348,402,322,0
2567,1000,334,394,345,0
2568,1000,338,404,318,0
2569,1000,344,407,337,0
2570,1000,321,400,356,0
2571,1000,344,397,332,0
2572,1000,336,400,318,0
2573,1000,352,396,334,0
2574,1000,337,401,326,0
2575,1000,338,398,338,0
2576,1000,304,403,356,0
2577,1000,335,398,322,0
2578,1000,343,398,339,0
2579,1000,326,405,357,0
2580,1000,347,404,328,0
2581,1000,348,396,329,0
2582,1000,341,405,341,0
2583,1000,337,397,332,0
2584,1000,347,406,319,0
2585,1000,343,402,344,0
2586,1000,335,394,344,0
2587,1000,338,400,312,0
2588,1000,337,398,314,0
2589,1000,342,405,323,0
2590,1000,341,399,333,0
2591,1000,349,397,324,0
2592,1000,338,401,327,0
2593,1000,309,403,360,0
2594,1000,341,397,335,0
2595,1000,332,397,346,0
2596,1000,350,396,323,0
2597,1000,308,408,361,0
2598,1000,350,400,317,0
2599,1000,304,405,355,0
2600,1000,334,398,322,0
2601,1000,328,397,325,0
2602,1000,335,398,316,0
2603,1000,326,406,354,0
2604,1000,343,397,335,0
2605,1000,340,401,325,0
2606,1000,308,400,359,0
2607,1000,330,397,322,0
2608,1000,345,395,334,0
2609,1000,333,396,318,0
2610,1000,333,411,353,0
2611,1000,348,397,332,0
2612,1000,339,400,321,0
2613,1000,340,398,323,0
2614,1000,315,404,359,0
2615,1000,348,395,331,0
2616,1000,335,396,321,0
2617,1000,329,397,348,0
2618,1000,300,400,355,0
2619,1000,338,403,323,0
2620,1000,344,403,336,0
2621,1000,332,397,348,0
2622,1000,338,412,348,0
2623,1000,336,403,319,0
2624,1000,348,395,336,0
2625,1000,338,396,326,0
2626,1000,339,399,325,0
2627,1000,351,403,322,0
2628,1000,339,398,321,0
2629,1000,303,408,358,0
2630,1000,347,397,336,0
2631,1000,339,401,324,0
2632,1000,340,404,325,0
2633,1000,335,411,351,0
2634,1000,344,403,326,0
2635,1000,350,396,321,0
2636,1000,308,404,361,0
2637,1000,351,398,323,0
2638,1000,339,401,337,0
2639,1000,340,400,325,0
2640,1000,334,396,329,0
2641,1000,334,394,346,0
2642,1000,334,396,330,0
2643,1000,352,403,319,0
2644,1000,316,398,351,0
2645,1000,349,395,325,0
2646,1000,347,400,338,0
2647,1000,340,404,324,0
2648,1000,306,402,354,0
2649,1000,351,403,317,0
2650,1000,335,410,355,0
2651,1000,351,398,320,0
2652,1000,309,404,359,0
2653,1000,343,404,326,0
2654,1000,311,402,361,0
2655,1000,351,401,316,0
2656,1000,321,401,358,0
2657,1000,339,401,337,0
2658,1000,348,397,320,0
2659,1000,339,411,346,0
2660,1000,338,397,316,0
2661,1000,329,396,348,0
2662,1000,312,403,362,0
2663,1000,343,399,341,0
2664,1000,340,401,320,0
2665,1000,333,395,344,0
2666,1000,334,409,352,0
2667,1000,351,404,324,0
2668,1000,335,401,314,0
2669,1000,338,402,323,0
2670,1000,324,399,355,0
2671,1000,336,397,325,0
2672,1000,341,397,333,0
2673,1000,355,396,330,0
2674,1000,345,404,324,0
2675,1000,339,399,315,0
2676,1000,341,396,334,0
2677,1000,334,397,316,0
2678,1000,338,399,324,0
2679,1000,346,403,345,0
2680,1000,354,400,317,0
2681,1000,344,408,344,0
2682,1000,338,401,315,0
2683,1000,343,398,340,0
2684,1000,330,396,324,0
2685,1000,312,407,361,0
2686,1000,317,398,352,0
2687,1000,339,399,319,0
2688,1000,339,400,335,0
2689,1000,320,399,355,0
2690,1000,349,397,326,0
2691,1000,330,396,325,0
2692,1000,337,404,313,0
2693,1000,352,398,323,0
2694,1000,343,400,332,0
2695,1000,343,409,346,0
2696,1000,333,396,320,0
2697,1000,340,411,347,0
2698,1000,338,398,318,0
2699,1000,340,402,325,0
2700,1000,336,400,311,0
2701,1000,336,403,321,0
2702,1000,317,400,353,0
2703,1000,340,405,333,0
2704,1000,337,397,332,0
2705,1500,711,401,348,1
2706,1500,707,411,348,1
2707,1500,702,405,341,1
2708,1500,632,399,315,1
2709,1500,453,403,345,1
2710,1500,469,399,320,1
2711,1500,323,396,320,1
2712,1500,146,402,340,1
2713,1500,208,401,336,1
2714,1500,380,402,344,1
2715,1500,482,400,330,1
2716,1500,523,396,323,1
2717,1500,308,401,320,1
2718,1500,400,400,321,1
2719,1500,633,397,348,1
2720,1500,722,400,349,1
2721,1500,662,399,328,1
2722,1500,374,403,342,1
2723,1500,387,397,338,1
2724,1500,349,398,348,1
2725,1500,431,397,334,1
2726,1500,207,400,346,1
2727,1500,138,398,323,1
2728,1500,254,401,340,1
2729,1500,524,398,340,1
2730,1500,584,399,352,1
2731,1500,598,404,332,1
2732,1500,580,402,341,1
2733,1500,496,398,341,1
2734,1500,696,394,321,1
2735,1500,690,400,326,1
2736,1500,570,402,342,1
2737,1500,628,404,337,1
2738,1500,626,408,344,1
2739,1500,487,398,336,1
2740,1500,437,410,350,1
2741,1500,433,405,341,1
2742,1500,426,398,334,1
2743,1500,298,402,313,1
2744,1500,190,398,325,1
2745,1500,270,401,349,1
2746,1500,676,401,320,1
2747,1500,435,398,322,1
2748,1500,611,402,330,1
2749,1500,694,392,319,1
2750,1500,422,400,328,1
2751,1500,731,412,352,1
2752,1500,446,404,318,1
2753,1500,561,399,326,1
2754,1500,545,402,345,1
2755,1500,360,402,339,1
2756,1500,544,401,332,1
2757,1500,157,399,344,1
2758,1500,359,400,330,1
2759,1500,193,399,325,1
2760,1500,420,397,338,1
2761,1500,475,401,336,1
2762,1500,468,398,341,1
2763,1500,408,400,324,1
2764,1500,484,406,353,1
2765,1500,490,401,320,1
2766,1500,682,397,329,1
2767,1500,337,402,348,1
2768,1500,353,403,342,1
2769,1500,376,401,327,1
2770,1500,322,396,319,1
2771,1500,360,397,341,1
2772,1500,510,404,339,1
2773,1500,284,409,354,1
2774,1500,287,404,348,1
2775,1500,530,397,314,1
2776,1500,340,398,320,1
2777,1500,593,397,338,1
2778,1500,666,401,334,1
2779,1500,729,403,350,1
2780,1500,586,399,325,1
2781,1500,721,406,351,1
2782,1500,491,397,323,1
2783,1500,450,398,337,1
2784,1500,332,397,328,1
2785,1500,228,399,323,1
2786,1500,250,400,351,1
2787,1500,143,399,328,1
2788,1500,320,406,319,1
2789,1500,426,398,353,1
2790,1500,552,398,330,1
2791,1500,310,400,322,1
2792,1500,572,402,334,1
2793,1500,666,401,319,1
2794,1500,535,400,332,1
2795,1500,460,396,348,1
2796,1500,589,401,330,1
2797,1500,312,404,329,1
2798,1500,301,397,333,1
2799,1500,259,405,316,1
2800,1500,556,400,330,1
2801,1500,392,403,343,1
2802,1500,389,404,347,1
2803,1500,510,408,347,1
2804,1500,517,398,336,1
2805,1500,302,400,332,1
2806,1500,483,406,323,1
2807,1500,614,406,336,1
2808,1500,429,399,321,1
2809,1500,209,405,315,1
2810,1500,469,399,335,1
2811,1500,311,401,332,1
2812,1500,408,405,341,1
2813,1500,707,401,314,1
2814,1500,697,397,350,1
2815,1500,737,405,348,1
2816,1500,470,401,322,1
2817,1500,324,402,344,1
2818,1500,278,400,324,1
2819,1500,237,401,349,1
2820,1500,449,399,322,1
2821,1500,271,397,324,1
2822,1500,544,411,354,1
2823,1500,404,401,328,1
2824,1500,602,407,340,1
2825,1500,415,401,325,1
2826,1500,313,403,343,1
2827,1500,334,401,347,1
2828,1500,247,406,349,1
2829,1500,172,402,342,1
2830,1500,625,399,317,1
2831,1500,521,402,348,1
2832,1500,597,398,321,1
2833,1500,670,403,347,1
2834,1500,367,405,322,1
2835,1500,263,401,314,1
2836,1500,201,402,343,1
2837,1500,295,399,335,1
2838,1500,627,401,316,1
2839,1500,702,395,329,1
2840,1500,717,396,333,1
2841,1500,599,403,317,1
2842,1500,322,400,320,1
2843,1500,538,403,337,1
2844,1500,560,403,345,1
2845,1500,304,402,344,1
2846,1500,327,404,348,1
2847,1500,641,401,343,1
2848,1500,515,399,325,1
2849,1500,638,404,313,1
2850,1500,441,401,339,1
2851,1500,452,405,348,1
2852,1500,212,402,314,1
2853,1500,255,401,333,1
2854,1500,511,396,320,1
2855,1500,683,404,343,1
2856,1500,640,404,334,1
2857,1500,445,397,349,1
2858,1500,616,409,343,1
2859,1500,231,396,313,1
2860,1500,156,401,331,1
2861,1500,335,410,351,1
2862,1500,527,409,356,1
2863,1500,616,401,331,1
2864,1500,420,401,330,1
2865,1500,663,404,351,1
2866,1500,445,401,342,1
2867,1500,376,399,329,1
2868,1500,161,399,326,1
2869,1500,482,400,325,1
2870,1500,703,403,316,1
2871,1500,636,400,317,1
2872,1500,651,401,331,1
2873,1500,441,400,326,1
2874,1500,265,396,322,1
2875,1500,398,399,336,1
2876,1500,583,404,319,1
2877,1500,557,400,322,1
2878,1500,603,401,335,1
2879,1500,307,397,349,1
2880,1500,597,410,346,1
2881,1500,295,401,321,1
2882,1500,370,404,347,1
2883,1500,281,399,327,1
2884,1500,715,397,319,1
2885,1500,597,410,344,1
2886,1500,424,405,335,1
2887,1500,461,399,335,1
2888,1500,499,411,352,1
2889,1500,161,398,334,1
2890,1500,232,397,323,1
2891,1500,670,398,345,1
2892,1500,426,400,338,1
2893,1500,471,399,323,1
2894,1500,416,398,319,1
2895,1500,177,402,314,1
2896,1500,334,403,319,1
2897,1500,266,399,324,1
2898,1500,644,397,344,1
2899,1500,646,400,327,1
2900,1500,466,404,323,1
2901,1500,557,400,344,1
2902,1500,292,401,348,1
2903,1500,308,402,315,1
2904,1500,590,403,317,1
2905,1500,459,397,319,1
2906,1500,425,401,328,1
2907,1500,699,407,344,1
2908,1500,321,400,339,1
2909,1500,453,409,351,1
2910,1500,296,409,352,1
2911,1500,383,396,315,1
2912,1500,537,402,346,1
2913,1500,298,400,334,1
2914,1500,571,402,332,1
2915,1500,378,398,352,1
2916,1500,267,400,334,1
2917,1500,293,400,350,1
2918,1500,345,399,346,1
2919,1500,549,401,339,1
2920,1500,388,400,320,1
2921,1500,583,398,325,1
2922,1500,554,397,321,1
2923,1500,330,403,340,1
2924,1500,383,400,334,1
2925,1500,214,399,322,1
2926,1500,326,398,354,1
2927,1500,368,403,345,1
2928,1500,669,402,315,1
2929,1500,673,401,342,1
2930,1500,713,399,344,1
2931,1500,639,412,343,1
2932,1500,395,398,338,1
2933,1500,466,403,339,1
2934,1500,348,399,354,1
2935,1500,526,399,316,1
2936,1500,586,399,354,1
2937,1500,706,399,312,1
2938,1500,484,399,335,1
2939,1500,212,400,334,1
2940,1500,387,401,324,1
2941,1500,196,394,315,1
2942,1500,259,400,348,1
2943,1500,482,398,336,1
2944,1500,426,402,331,1
2945,1500,593,401,351,1
2946,1500,576,402,337,1
2947,1500,433,400,340,1
2948,1500,515,400,314,1
2949,1500,434,398,337,1
2950,1500,385,398,337,1
2951,1500,363,397,347,1
2952,1500,163,397,324,1
2953,1500,430,398,318,1
2954,1500,435,406,337,1
2955,1500,683,397,346,1
2956,1500,724,402,347,1
2957,1500,662,401,333,1
2958,1500,660,400,329,1
2959,1500,458,399,336,1
2960,1500,216,403,345,1
2961,1500,453,413,350,1
2962,1500,494,402,332,1
2963,1500,568,401,332,1
2964,1500,663,403,318,1
2965,1500,491,399,317,1
2966,1500,605,402,332,1
2967,1500,577,398,335,1
2968,1500,474,398,337,1
2969,1500,480,402,344,1
2970,1500,411,399,321,1
2971,1500,427,399,341,1
2972,1500,518,405,337,1
2973,1500,257,400,346,1
2974,1500,675,402,312,1
2975,1500,522,407,350,1
2976,1500,714,396,314,1
2977,1500,593,401,341,1
2978,1500,682,410,351,1
2979,1500,566,402,347,1
2980,1500,426,398,317,1
2981,1500,564,401,333,1
2982,1500,195,399,324,1
2983,1500,391,399,354,1
2984,1500,481,410,351,1
2985,1500,716,402,318,1
2986,1500,435,398,322,1
2987,1500,548,398,355,1
2988,1500,418,399,352,1
2989,1500,401,399,333,1
2990,1500,515,401,333,1
2991,1500,467,401,330,1
2992,1500,267,400,344,1
2993,1500,240,399,321,1
2994,1500,617,401,337,1
2995,1500,591,404,334,1
2996,1500,668,404,315,1
2997,1500,603,397,324,1
2998,1500,453,398,336,1
2999,1500,404,401,339,1
3000,1500,206,403,342,1
3001,1500,208,400,328,1
3002,1500,573,406,337,1
3003,1500,414,401,330,1
3004,1500,601,403,330,1
3005,1500,542,402,328,1
3006,1500,567,397,321,1
3007,1500,700,402,332,1
3008,1500,467,406,337,1
3009,1500,405,401,347,1
3010,1500,261,398,315,1
3011,1500,413,402,344,1
3012,1500,327,397,350,1
3013,1500,294,401,350,1
3014,1500,239,398,323,1
3015,1500,455,403,331,1
3016,1500,720,398,335,1
3017,1500,438,416,388,1
3018,1500,663,396,326,1
3019,1500,422,402,329,1
3020,1500,560,397,321,1
3021,1500,559,410,351,1
3022,1500,219,395,327,1
3023,1500,328,403,343,1
3024,1500,348,405,340,1
3025,1500,415,409,352,1
3026,1500,338,397,318,1
3027,1500,641,399,322,1
3028,1500,711,406,340,1
3029,1500,452,403,318,1
3030,1500,312,401,322,1
3031,1500,293,398,322,1
3032,1500,236,397,347,1
3033,1500,432,404,342,1
3034,1500,391,411,344,1
3035,1500,401,397,321,1
3036,1500,568,406,342,1
3037,1500,506,399,322,1
3038,1500,647,404,344,1
3039,1500,604,396,321,1
3040,1500,443,403,343,1
3041,1500,355,400,350,1
3042,1500,285,402,318,1
3043,1500,194,400,335,1
3044,1500,463,395,353,1
3045,1500,435,402,324,1
3046,1500,480,406,333,1
3047,1500,630,405,333,1
3048,1500,717,396,334,1
3049,1500,506,397,324,1
3050,1500,385,397,350,1
3051,1500,489,399,335,1
3052,1500,517,401,333,1
3053,1500,252,397,314,1
3054,1500,543,406,339,1
3055,1500,583,407,346,1
3056,1500,582,407,352,1
3057,1500,378,399,318,1
3058,1500,588,401,332,1
3059,1500,506,397,344,1
3060,1500,713,402,348,1
3061,1500,443,402,323,1
3062,1500,451,400,325,1
3063,1500,141,403,342,1
3064,1500,310,398,313,1
3065,1500,209,400,327,1
3066,1500,303,408,351,1
3067,1500,585,404,318,1
3068,1500,464,400,349,1
3069,1500,577,400,326,1
3070,1500,542,398,343,1
3071,1500,454,399,336,1
3072,1500,633,405,332,1
3073,1500,576,401,345,1
3074,1500,384,405,338,1
3075,1500,493,406,342,1
3076,1500,212,401,332,1
3077,1500,539,399,331,1
3078,1500,621,405,335,1
3079,1500,594,399,322,1
3080,1500,496,400,355,1
3081,1500,667,399,342,1
3082,1500,510,397,318,1
3083,1500,327,399,323,1
3084,1500,493,401,331,1
3085,1500,230,399,324,1
3086,1500,427,400,325,1
3087,1500,682,404,346,1
3088,1500,467,399,340,1
3089,1500,616,404,347,1
3090,1500,641,409,353,1
3091,1500,255,400,324,1
3092,1500,522,400,329,1
3093,1500,423,406,340,1
3094,1500,638,401,320,1
3095,1500,366,397,323,1
3096,1500,666,402,333,1
3097,1500,524,397,321,1
3098,1500,350,406,340,1
3099,1500,372,398,319,1
3100,1500,385,400,331,1
3101,1500,472,401,348,1
3102,1500,556,399,338,1
3103,1500,636,397,354,1
3104,1500,663,398,327,1
3105,1500,354,400,311,1
3106,1500,280,395,330,1
3107,1500,164,397,336,1
3108,1500,515,398,339,1
3109,1500,574,398,352,1
3110,1500,729,403,347,1
3111,1500,684,401,343,1
3112,1500,608,398,339,1
3113,1500,142,405,345,1
3114,1500,315,403,346,1
3115,1500,355,401,329,1
3116,1500,435,399,324,1
3117,1500,557,400,320,1
3118,1500,652,404,314,1
3119,1500,621,407,336,1
3120,1500,437,401,321,1
3121,1500,199,400,326,1
3122,1500,357,396,348,1
3123,1500,389,408,356,1
3124,1500,718,404,318,1
3125,1500,550,411,373,1
3126,1500,572,400,330,1
3127,1500,601,406,339,1
3128,1500,372,401,330,1
3129,1500,296,402,340,1
3130,1500,475,399,336,1
3131,1500,387,401,330,1
3132,1500,660,396,315,1
3133,1500,408,398,324,1
3134,1500,492,399,327,1
3135,1500,440,403,337,1
3136,1500,241,403,313,1
3137,1500,319,399,312,1
3138,1500,279,400,349,1
3139,1500,428,397,335,1
3140,1500,712,403,315,1
3141,1500,713,401,352,1
3142,1500,699,398,315,1
3143,1500,299,397,347,1
3144,1500,385,403,346,1
3145,1500,392,400,322,1
3146,1500,156,399,322,1
3147,1500,262,400,324,1
3148,1500,423,412,372,1
3149,1500,583,398,347,1
3150,1500,707,396,317,1
3151,1500,487,398,324,1
3152,1500,626,402,330,1
3153,1500,328,403,315,1
3154,1500,403,400,315,1
3155,1500,378,402,342,1
3156,1500,533,397,345,1
3157,1500,670,400,339,1
3158,1500,545,398,321,1
3159,1500,553,396,323,1
3160,1500,413,406,339,1
3161,1500,407,406,336,1
3162,1500,268,397,324,1
3163,1500,510,403,335,1
3164,1500,491,401,345,1
3165,1500,479,402,346,1
3166,1500,641,403,332,1
3167,1500,659,405,313,1
3168,1500,418,406,317,1
3169,1500,492,396,319,1
3170,1500,495,403,333,1
3171,1500,238,395,314,1
3172,1500,498,402,315,1
3173,1500,622,401,317,1
3174,1500,717,395,319,1
3175,1500,667,401,324,1
3176,1500,410,399,322,1
3177,1500,604,403,331,1
3178,1500,587,410,343,1
3179,1500,403,399,318,1
3180,1500,186,401,336,1
3181,1500,531,401,330,1
3182,1500,416,407,332,1
3183,1500,341,401,327,1
3184,1500,516,405,331,1
3185,1500,493,398,326,1
3186,1500,634,399,347,1
3187,1500,539,399,322,1
3188,1500,224,397,323,1
3189,1500,246,401,327,1
3190,1500,310,408,352,1
3191,1500,271,399,323,1
3192,1500,525,409,353,1
3193,1500,481,405,338,1
3194,1500,521,399,330,1
3195,1500,644,399,324,1
3196,1500,364,400,321,1
3197,1500,389,402,353,1
3198,1500,189,397,341,1
3199,1500,295,402,342,1
3200,1500,584,404,336,1
3201,1500,512,403,331,1
3202,1500,613,401,332,1
3203,1500,728,401,348,1
3204,1500,681,399,332,1
3205,1500,424,401,348,1
3206,1500,656,409,350,1
3207,1500,355,398,333,1
3208,1500,527,408,350,1
3209,1500,440,405,342,1
3210,1500,443,399,330,1
3211,1500,584,400,322,1
3212,1500,495,404,351,1
3213,1500,655,400,352,1
3214,1500,443,400,325,1
3215,1500,519,411,365,1
3216,1500,432,404,328,1
3217,1500,596,399,343,1
3218,1500,549,402,330,1
3219,1500,227,396,342,1
3220,1500,154,401,350,1
3221,1500,569,403,333,1
3222,1500,448,402,337,1
3223,1500,537,409,351,1
3224,1500,564,397,347,1
3225,1500,659,399,323,1
3226,1500,717,404,351,1
3227,1500,498,401,337,1
3228,1500,421,400,328,1
3229,1500,362,396,339,1
3230,1500,465,400,333,1
3231,1500,424,396,341,1
3232,1500,563,399,318,1
3233,1500,534,398,332,1
3234,1500,400,402,329,1
3235,1500,378,398,334,1
3236,1500,459,406,346,1
3237,1500,693,410,349,1
3238,1500,442,400,323,1
3239,1500,309,398,330,1
3240,1500,465,402,331,1
3241,1500,315,401,352,1
3242,1500,383,398,339,1
3243,1500,339,399,320,1
3244,1500,570,405,342,1
3245,1500,553,399,334,1
3246,1500,528,400,317,1
3247,1500,631,400,325,1
3248,1500,554,402,332,1
3249,1500,369,404,313,1
3250,1500,341,396,321,1
3251,1500,273,399,351,1
3252,1500,418,397,354,1
3253,1500,357,410,351,1
3254,1500,480,397,317,1
3255,1500,549,399,332,1
3256,1500,509,399,323,1
3257,1500,426,399,334,1
3258,1500,521,415,386,1
3259,1500,248,399,354,1
3260,1500,274,401,331,1
3261,1500,569,401,329,1
3262,1500,392,407,352,1
3263,1500,542,404,345,1
3264,1500,592,415,361,1
3265,1500,666,402,333,1
3266,1500,610,402,334,1
3267,1500,343,401,334,1
3268,1500,309,400,353,1
3269,1500,311,402,342,1
3270,1500,204,399,325,1
3271,1500,481,416,370,1
3272,1500,731,407,350,1
3273,1500,636,398,324,1
3274,1500,397,399,316,1
3275,1500,468,395,322,1
3276,1500,229,397,320,1
3277,1500,408,396,352,1
3278,1500,329,411,353,1
3279,1500,513,401,337,1
3280,1500,717,395,315,1
3281,1500,696,401,351,1
3282,1500,581,396,329,1
3283,1500,499,400,323,1
3284,1500,316,398,333,1
3285,1500,371,400,328,1
3286,1500,531,401,331,1
3287,1500,250,400,323,1
3288,1500,470,400,328,1
3289,1500,664,399,351,1
3290,1500,519,400,329,1
3291,1500,609,399,324,1
3292,1500,436,399,349,1
3293,1500,254,403,344,1
3294,1500,362,401,318,1
3295,1500,306,400,352,1
3296,1500,631,396,348,1
3297,1500,484,400,327,1
3298,1500,704,397,330,1
3299,1500,531,399,327,1
3300,1500,374,398,335,1
3301,1500,224,396,313,1
3302,1500,561,402,347,1
3303,1500,518,398,334,1
3304,1500,653,400,348,1
3305,1500,490,401,332,1
3306,1500,720,401,353,1
3307,1500,587,399,323,1
3308,1500,434,399,353,1
3309,1500,302,398,353,1
3310,1500,324,399,337,1
3311,1500,590,403,315,1
3312,1500,713,401,313,1
3313,1500,592,396,320,1
3314,1500,554,404,349,1
3315,1500,560,400,329,1
3316,1500,548,407,337,1
3317,1500,427,404,330,1
3318,1500,546,402,331,1
3319,1500,638,404,322,1
3320,1500,597,408,337,1
3321,1500,568,402,325,1
3322,1500,684,407,344,1
3323,1500,442,401,341,1
3324,1500,328,396,351,1
3325,1500,443,400,323,1
3326,1500,318,401,357,1
3327,1500,613,397,316,1
3328,1500,401,401,329,1
3329,1500,653,407,311,1
3330,1500,707,410,352,1
3331,1500,449,400,326,1
3332,1500,522,405,349,1
3333,1500,145,400,333,1
3334,1500,570,402,326,1
3335,1500,546,405,346,1
3336,1500,483,409,336,1
3337,1500,722,409,351,1
3338,1500,619,406,316,1
3339,1500,386,400,321,1
3340,1500,398,404,349,1
3341,1500,277,399,355,1
3342,1500,358,403,346,1
3343,1500,367,400,323,1
3344,1500,610,403,347,1
3345,1500,579,406,335,1
3346,1500,573,398,324,1
3347,1500,347,397,352,1
3348,1500,574,408,340,1
3349,1500,134,400,324,1
3350,1500,449,408,339,1
3351,1500,392,396,317,1
3352,1500,358,401,334,1
3353,1500,571,404,331,1
3354,1500,723,399,347,1
3355,1500,438,403,339,1
3356,1500,344,403,342,1
3357,1500,505,407,351,1
3358,1500,140,400,324,1
3359,1500,496,398,333,1
3360,1500,440,399,352,1
3361,1500,694,396,350,1
3362,1500,460,396,322,1
3363,1500,632,407,335,1
3364,1500,328,400,330,1
3365,1500,453,399,333,1
3366,1500,205,405,318,1
3367,1500,278,401,337,1
3368,1500,281,399,333,1
3369,1500,472,403,331,1
3370,1500,461,400,326,1
3371,1500,473,405,342,1
3372,1500,334,397,353,1
3373,1500,621,404,353,1
3374,1500,411,398,342,1
3375,1500,489,409,338,1
3376,1500,337,397,354,1
3377,1500,524,401,359,1
3378,1500,636,396,337,1
3379,1500,557,404,332,1
3380,1500,692,410,342,1
3381,1500,592,403,329,1
3382,1500,584,408,341,1
3383,1500,301,399,334,1
3384,1500,239,401,332,1
3385,1500,459,399,333,1
3386,1500,379,397,323,1
3387,1500,608,406,334,1
3388,1500,625,409,352,1
3389,1500,482,401,345,1
3390,1500,562,400,323,1
3391,1500,479,399,351,1
3392,1500,257,398,322,1
3393,1500,439,399,333,1
3394,1500,498,404,319,1
3395,1500,568,400,352,1
3396,1500,723,398,334,1
3397,1500,690,405,349,1
3398,1500,577,402,355,1
3399,1500,392,397,334,1
3400,1500,303,397,330,1
3401,1500,134,398,320,1
3402,1500,261,403,351,1
3403,1500,366,404,356,1
3404,1500,459,409,335,1
3405,1500,727,402,347,1
3406,1500,636,397,313,1
3407,1500,616,397,324,1
3408,1500,626,411,350,1
3409,1500,296,398,328,1
3410,1500,485,409,341,1
3411,1500,402,396,343,1
3412,1500,472,403,313,1
3413,1500,423,405,339,1
3414,1500,735,400,355,1
3415,1500,520,396,344,1
3416,1500,395,403,326,1
3417,1500,346,396,347,1
3418,1500,443,406,336,1
3419,1500,337,404,352,1
3420,1500,450,406,338,1
3421,1500,490,405,336,1
3422,1500,449,398,317,1
3423,1500,726,411,351,1
3424,1500,452,399,328,1
3425,1500,427,396,316,1
3426,1500,551,410,341,1
3427,1500,158,400,321,1
3428,1500,493,400,329,1
3429,1500,434,403,344,1
3430,1500,523,401,337,1
3431,1500,425,402,332,1
3432,1500,451,395,335,1
3433,1500,459,400,322,1
3434,1500,391,400,322,1
3435,1500,451,398,319,1
3436,1500,392,396,341,1
3437,1500,513,402,332,1
3438,1500,440,398,356,1
3439,1500,616,398,313,1
3440,1500,365,400,331,1
3441,1500,639,411,349,1
3442,1500,670,410,344,1
3443,1500,548,402,329,1
3444,1500,405,398,331,1
3445,1500,255,403,345,1
3446,1500,431,405,322,1
3447,1500,431,398,346,1
3448,1500,536,410,344,1
3449,1500,680,401,357,1
3450,1500,717,404,346,1
3451,1500,616,401,314,1
3452,1500,612,409,337,1
3453,1500,492,404,351,1
3454,1500,334,400,352,1
3455,1500,237,400,329,1
3456,1500,404,395,316,1
3457,1500,435,398,334,1
3458,1500,639,401,320,1
3459,1500,567,403,332,1
3460,1500,437,401,354,1
3461,1500,401,400,337,1
3462,1500,264,398,314,1
3463,1500,295,405,325,1
3464,1500,227,395,313,1
3465,1500,585,401,329,1
3466,1500,330,399,333,1
3467,1500,691,399,319,1
3468,1500,556,400,327,1
3469,1500,379,400,334,1
3470,1500,621,402,330,1
3471,1500,401,401,317,1
3472,1500,594,398,349,1
3473,1500,484,402,336,1
3474,1500,412,401,332,1
3475,1500,129,397,323,1
3476,1500,339,399,349,1
3477,1500,401,401,340,1
3478,1500,524,409,352,1
3479,1500,664,404,344,1
3480,1500,471,399,341,1
3481,1500,713,401,326,1
3482,1500,636,401,323,1
3483,1500,433,395,319,1
3484,1500,364,401,329,1
3485,1500,241,400,359,1
3486,1500,162,400,322,1
3487,1500,260,400,357,1
3488,1500,218,397,322,1
3489,1500,472,402,357,1
3490,1500,688,401,317,1
3491,1500,634,408,343,1
3492,1500,489,399,329,1
3493,1500,604,404,347,1
3494,1500,329,404,322,1
3495,1500,535,410,347,1
3496,1500,231,400,330,1
3497,1500,197,397,322,1
3498,1500,380,400,352,1
3499,1500,346,401,322,1
3500,1500,609,401,322,1
3501,1500,675,403,326,1
3502,1500,714,399,331,1
3503,1500,655,400,336,1
3504,1500,522,402,329,1
3505,1500,146,402,351,1
3506,1500,233,401,331,1
3507,1500,152,398,321,1
3508,1500,477,396,356,1
3509,1500,699,404,323,1
3510,1500,441,400,320,1
3511,1500,491,396,344,1
3512,1500,603,400,315,1
3513,1500,630,397,325,1
3514,1500,469,399,335,1
3515,1500,405,398,347,1
3516,1500,240,402,320,1
3517,1500,345,399,327,1
3518,1500,257,397,321,1
3519,1500,263,401,325,1
3520,1500,644,396,316,1
3521,1500,464,398,334,1
3522,1500,716,398,323,1
3523,1500,609,400,358,1
3524,1500,420,398,318,1
3525,1500,673,408,344,1
3526,1500,319,400,332,1
3527,1500,354,395,342,1
